1.0000000e+01,NaN,NaN,2.1410853e+06
2.0000000e+01,NaN,NaN,2.1410842e+06
2.5000000e+01,NaN,1.4854282e+03,5.9156293e+07
3.0000000e+01,NaN,3.1829243e+03,8.2282282e+07
4.0000000e+01,3.7895243e+07,6.6992155e+03,1.1217262e+08
5.0000000e+01,7.0682635e+07,9.3761159e+03,1.2797084e+08
6.0000000e+01,1.0151714e+08,1.1287634e+04,1.3711793e+08
7.0000000e+01,1.2774951e+08,1.2653092e+04,1.4626911e+08
7.5000000e+01,1.4026280e+08,1.3292992e+04,1.5114645e+08
8.0000000e+01,1.5261957e+08,1.3989148e+04,1.5654794e+08
9.0000000e+01,1.7854134e+08,1.5220961e+04,1.6869187e+08
1.0000000e+02,1.9858882e+08,1.6774017e+04,1.7825762e+08
1.5000000e+02,2.7264022e+08,2.1336925e+04,2.0477786e+08
2.0000000e+02,3.1923011e+08,2.3548244e+04,2.1824451e+08
3.0000000e+02,3.7166890e+08,2.6072990e+04,2.2616490e+08
4.0000000e+02,3.9625941e+08,2.7218544e+04,2.3099220e+08
5.0000000e+02,4.2267293e+08,2.7961434e+04,2.3926849e+08
6.0000000e+02,4.6278533e+08,2.8696026e+04,2.5167607e+08
7.0000000e+02,5.1011395e+08,2.9708563e+04,2.5908805e+08
8.0000000e+02,5.4407566e+08,3.1305587e+04,2.7236336e+08
9.0000000e+02,5.7322614e+08,3.3346571e+04,2.7909055e+08
1.0000000e+03,5.9654501e+08,3.4471453e+04,2.8457694e+08
2.0000000e+03,7.4731153e+08,3.9737248e+04,3.0960844e+08
3.0000000e+03,7.9719481e+08,4.3194367e+04,3.1274176e+08
4.0000000e+03,8.2042088e+08,4.4660827e+04,3.1635220e+08
5.0000000e+03,8.3885847e+08,4.5210528e+04,3.2030924e+08
6.0000000e+03,8.5327570e+08,4.5818212e+04,3.2225401e+08
7.0000000e+03,8.6842181e+08,4.6418098e+04,3.2726063e+08
8.0000000e+03,8.8770510e+08,4.6574941e+04,3.3266636e+08
9.0000000e+03,8.9994312e+08,4.6731783e+04,3.4509654e+08
1.0000000e+04,9.1171727e+08,4.6888626e+04,3.4835015e+08
