1.0000000e+02, 5.2167140e+08, 3.8322302e+03, 4.7502367e+02, 2.2387230e+07, 5.2101094e+02, 3.9781786e+01, 1.6563641e+05, 2.2102020e+02, 6.8944580e+00, 7.8541254e+06, 6.1892381e+01, 1.2338140e+01, 6.0163329e+07, 4.8917386e+02, 1.9362208e+01, 4.4421010e+08, 2.6276974e+03, 3.9461320e+02
1.5000000e+02, 6.4654707e+08, 4.6733137e+03, 5.3843906e+02, 2.7240152e+07, 6.4895258e+02, 4.7908604e+01, 2.7812683e+05, 2.2850903e+02, 8.5434731e+00, 9.9215122e+06, 8.0382595e+01, 1.5553285e+01, 6.1728894e+07, 4.9779572e+02, 2.2078627e+01, 5.4736486e+08, 3.2016119e+03, 4.4897402e+02
2.0000000e+02, 7.7194907e+08, 5.6888077e+03, 6.3921198e+02, 3.2326938e+07, 7.5975402e+02, 5.7051548e+01, 2.8282010e+05, 2.4025362e+02, 9.5062271e+00, 1.2099296e+07, 9.3493928e+01, 1.7762934e+01, 6.3105465e+07, 5.0609100e+02, 2.4171523e+01, 6.6350752e+08, 4.0516481e+03, 5.3538053e+02
3.0000000e+02, 9.6981755e+08, 7.1441398e+03, 7.7037114e+02, 3.8447745e+07, 9.0019258e+02, 6.7622437e+01, 3.4550652e+05, 2.6059170e+02, 9.9612388e+00, 1.3710052e+07, 1.2714585e+02, 2.0726992e+01, 6.4693956e+07, 5.1699932e+02, 2.7301142e+01, 8.4586547e+08, 5.3504225e+03, 6.5210455e+02
4.0000000e+02, 1.1356818e+09, 8.6760282e+03, 8.9343200e+02, 4.8591653e+07, 1.0696415e+03, 7.3439107e+01, 5.5966893e+05, 2.7744414e+02, 1.0513780e+01, 1.5964413e+07, 1.5030264e+02, 2.1471110e+01, 6.5807529e+07, 5.2137648e+02, 2.8986795e+01, 9.9704500e+08, 6.6485124e+03, 7.5689559e+02
5.0000000e+02, 1.2944426e+09, 9.7770122e+03, 9.8352292e+02, 5.5481101e+07, 1.2203135e+03, 8.3349416e+01, 6.6484505e+05, 3.0658800e+02, 1.0847842e+01, 1.8314106e+07, 1.8832912e+02, 2.2097888e+01, 6.6228496e+07, 5.2513264e+02, 3.0142137e+01, 1.1452681e+09, 7.4434246e+03, 8.4551817e+02
6.0000000e+02, 1.3360031e+09, 1.0457262e+04, 1.0471379e+03, 6.2118205e+07, 1.3380643e+03, 9.2113272e+01, 6.7005890e+05, 3.3590072e+02, 1.0906186e+01, 2.3354762e+07, 2.2181670e+02, 2.3200069e+01, 6.6610230e+07, 5.2703965e+02, 3.0809266e+01, 1.1902726e+09, 8.1578303e+03, 8.9395145e+02
7.0000000e+02, 1.3858251e+09, 1.0895558e+04, 1.0709824e+03, 6.4915140e+07, 1.4059874e+03, 9.6178788e+01, 6.7527275e+05, 3.4515526e+02, 1.0982142e+01, 3.2829323e+07, 2.9366692e+02, 2.3802232e+01, 6.6829067e+07, 5.2894666e+02, 3.1031773e+01, 1.2323979e+09, 8.3816786e+03, 9.1105715e+02
8.0000000e+02, 1.4351432e+09, 1.0970694e+04, 1.1106375e+03, 6.8032003e+07, 1.4648732e+03, 9.8789824e+01, 7.0312194e+05, 3.4740911e+02, 1.1610396e+01, 4.2950322e+07, 3.7466653e+02, 2.4276548e+01, 6.7033055e+07, 5.3150502e+02, 3.1465009e+01, 1.2678719e+09, 8.5374283e+03, 9.4399929e+02
9.0000000e+02, 1.4521166e+09, 1.1146651e+04, 1.1225987e+03, 6.8414864e+07, 1.4711392e+03, 1.0114900e+02, 8.0823396e+05, 3.5396742e+02, 1.1794007e+01, 4.4598137e+07, 4.0019762e+02, 2.7396114e+01, 6.8001613e+07, 5.3518573e+02, 3.1744248e+01, 1.2762617e+09, 8.5994151e+03, 9.5493331e+02
1.0000000e+03, 1.4849246e+09, 1.1453961e+04, 1.1542594e+03, 6.9363379e+07, 1.4970643e+03, 1.0298208e+02, 8.5714593e+05, 3.5982562e+02, 1.2001577e+01, 4.5296084e+07, 4.0511067e+02, 2.9850989e+01, 6.8776594e+07, 5.4228708e+02, 3.2379606e+01, 1.3029935e+09, 8.8265655e+03, 9.8842825e+02
2.0000000e+03, 1.8014795e+09, 1.3140334e+04, 1.3624799e+03, 8.5793419e+07, 1.8499642e+03, 1.1623714e+02, 9.7126819e+05, 3.8697035e+02, 1.2993940e+01, 5.4473341e+07, 4.8106606e+02, 3.9832369e+01, 7.2046244e+07, 5.5678286e+02, 3.6701499e+01, 1.5875076e+09, 1.0031088e+04, 1.1636221e+03
3.0000000e+03, 1.8780548e+09, 1.3935616e+04, 1.4280345e+03, 8.8634717e+07, 1.9263279e+03, 1.2082527e+02, 1.4136674e+06, 4.1064926e+02, 1.3878459e+01, 5.7516817e+07, 4.9839295e+02, 4.1148387e+01, 8.4059498e+07, 6.2228268e+02, 4.3214891e+01, 1.6511185e+09, 1.0540740e+04, 1.2179522e+03
4.0000000e+03, 2.0074888e+09, 1.4908173e+04, 1.5557749e+03, 9.3738890e+07, 2.0402209e+03, 1.2617279e+02, 1.4348146e+06, 4.6907288e+02, 1.5435161e+01, 6.3035434e+07, 5.2935524e+02, 5.0886604e+01, 8.6692643e+07, 6.3063701e+02, 4.5577716e+01, 1.7590304e+09, 1.1365151e+04, 1.3197814e+03
5.0000000e+03, 2.0648010e+09, 1.5654950e+04, 1.6297400e+03, 9.6879016e+07, 2.1155098e+03, 1.3271248e+02, 1.4559618e+06, 7.1150290e+02, 1.7320580e+01, 6.3502443e+07, 5.3659545e+02, 5.1660116e+01, 9.2760939e+07, 6.6330507e+02, 5.1607279e+01, 1.8117819e+09, 1.1590970e+04, 1.3769555e+03
6.0000000e+03, 2.0699774e+09, 1.5690462e+04, 1.6336911e+03, 9.7047501e+07, 2.1192365e+03, 1.3320176e+02, 1.4771091e+06, 7.1316757e+02, 1.8135595e+01, 6.3676855e+07, 5.3744305e+02, 5.2506531e+01, 9.2988966e+07, 6.6822372e+02, 5.1767528e+01, 1.8160438e+09, 1.1645129e+04, 1.3798132e+03
7.0000000e+03, 2.1164109e+09, 1.5970283e+04, 1.6724953e+03, 9.7794868e+07, 2.1361468e+03, 1.3619401e+02, 1.4982563e+06, 7.1483224e+02, 1.9220718e+01, 6.3851267e+07, 5.3829065e+02, 5.2974578e+01, 9.6215893e+07, 6.8978691e+02, 5.7162341e+01, 1.8548535e+09, 1.1847009e+04, 1.4099648e+03
8.0000000e+03, 2.1240384e+09, 1.6028602e+04, 1.6871296e+03, 9.8162564e+07, 2.1463129e+03, 1.3686138e+02, 1.5283399e+06, 7.6204034e+02, 1.9295764e+01, 6.4025679e+07, 5.3913825e+02, 5.3248763e+01, 9.7776831e+07, 6.9085868e+02, 5.8660695e+01, 1.8637819e+09, 1.1890128e+04, 1.4212186e+03
9.0000000e+03, 2.1316659e+09, 1.6086922e+04, 1.7017640e+03, 9.8530259e+07, 2.1564791e+03, 1.3752874e+02, 1.5316074e+06, 7.6286542e+02, 1.9370809e+01, 6.4200091e+07, 5.3998585e+02, 5.3522947e+01, 9.7871163e+07, 6.9193045e+02, 5.8802290e+01, 1.8727102e+09, 1.1933246e+04, 1.4324725e+03
1.0000000e+04, 2.1392933e+09, 1.6164255e+04, 1.7163984e+03, 9.8897954e+07, 2.1666452e+03, 1.3819610e+02, 1.5348748e+06, 7.6369050e+02, 1.9517871e+01, 6.4502510e+07, 5.4083345e+02, 5.4259719e+01, 9.7965496e+07, 6.9300221e+02, 5.8943886e+01, 1.8835746e+09, 1.2125342e+04, 1.4437263e+03
